category;mlfb;entity_id
CablesAndPlugs;Item_242,Item_2022,Item_5352,Item_5893,Item_1823,Item_2847,Item_5163,Item_229,Item_4985,Item_5922,Item_1612,Item_5398,Item_4115,Item_2105,Item_5617,Item_3739,Item_5992,Item_1139,Item_1831,Item_1633,Item_2913,Item_4941,Item_1118,Item_4051,Item_5356,Item_135,Item_4308,Item_1016,Item_5434,Item_4243,Item_2107,Item_6126,Item_2131,Item_1070,Item_2729,Item_3504,Item_4111,Item_2537,Item_779,Item_5963,Item_4271,Item_1176,Item_2622,Item_5784,Item_3927,Item_2117,Item_4511,Item_6010,Item_2271,Item_362,Item_5823,Item_1538,Item_961,Item_2238,Item_4911,Item_4992,Item_439,Item_2037,Item_1838,Item_3627,Item_5395,Item_207,Item_2169,Item_3575,Item_2085,Item_5193,Item_4662,Item_1817,Item_4602,Item_2223,Item_4827,Item_416,Item_4988,Item_92,Item_4017,Item_1760,Item_4318,Item_98,Item_1572,Item_585,Item_2172,Item_2103,Item_4020,Item_5755,Item_4833,Item_3013,Item_1834,Item_4628,Item_5749,Item_174,Item_2399,Item_2750,Item_4657,Item_3227,Item_634,Item_267,Item_3441,Item_2865,Item_5297,Item_935,Item_1802,Item_4620,Item_925,Item_5436,Item_243,Item_5463,Item_5429,Item_4233,Item_2690,Item_2527,Item_804,Item_5338,Item_3195,Item_2566,Item_3145,Item_551,Item_1528,Item_2730,Item_5400,Item_795,Item_2559,Item_3068,Item_4196,Item_1415,Item_5562,Item_364,Item_6098,Item_1692,Item_1519,Item_2077,Item_3935,Item_2275,Item_210,Item_4468,Item_6086,Item_3306,Item_1104,Item_1645,Item_592,Item_1361,Item_2614,Item_4843,Item_2922,Item_2283,Item_1478,Item_2329,Item_2574,Item_3478,Item_2312,Item_48,Item_4998,Item_1687,Item_5937,Item_1910,Item_860,Item_5559,Item_5478,Item_1822,Item_4965,Item_3798,Item_1477,Item_2182,Item_2572,Item_4219,Item_4618,Item_4485,Item_198,Item_3648,Item_220,Item_919,Item_1073,Item_2451,Item_113,Item_5738,Item_900,Item_3799,Item_5323,Item_152,Item_1728,Item_5038,Item_5793,Item_4491,Item_3946,Item_3244,Item_878,Item_5794,Item_3975,Item_2088,Item_2174,Item_5272,Item_3806,Item_5359,Item_360,Item_377,Item_2097,Item_1403,Item_2491,Item_5385,Item_3432,Item_1877,Item_5371,Item_4883,Item_4789,Item_2662,Item_989,Item_6080,Item_3188,Item_2141,Item_3623,Item_3670,Item_3292,Item_3394,Item_4358,Item_3099,Item_4173,Item_332,Item_1744,Item_5762,Item_780,Item_5453,Item_1325,Item_1266,Item_1148,Item_2903,Item_5869,Item_3416,Item_6009,Item_562,Item_4428,Item_4409,Item_563,Item_1142,Item_3773,Item_1051,Item_622,Item_5057,Item_2588,Item_1948,Item_2698,Item_2912,Item_3447,Item_5337,Item_3125,Item_5011,Item_3022,Item_4535,Item_6095,Item_171,Item_3750,Item_4877,Item_2441,Item_2545,Item_3992,Item_3903,Item_3407,Item_2471,Item_5239,Item_3503,Item_4001,Item_2181,Item_2878,Item_3186,Item_3269,Item_3344,Item_1758,Item_3948,Item_5853,Item_5146,Item_3759,Item_5301,Item_2970,Item_5246,Item_1999,Item_2344,Item_666,Item_2616,Item_4356,Item_6117,Item_1820,Item_4851,Item_1257,Item_4040,Item_5106,Item_4129,Item_5036,Item_206,Item_427,Item_5083,Item_3120,Item_2558,Item_163,Item_5678,Item_3111,Item_4621,Item_4164,Item_3339,Item_3920,Item_3238,Item_3564,Item_469,Item_1429,Item_3502,Item_5047,Item_4590,Item_4672,Item_3652,Item_531,Item_1421,Item_4278,Item_3138,Item_2740,Item_4719,Item_1510,Item_2328,Item_1182;242,2022,5352,5893,1823,2847,5163,229,4985,5922,1612,5398,4115,2105,5617,3739,5992,1139,1831,1633,2913,4941,1118,4051,5356,135,4308,1016,5434,4243,2107,6126,2131,1070,2729,3504,4111,2537,779,5963,4271,1176,2622,5784,3927,2117,4511,6010,2271,362,5823,1538,961,2238,4911,4992,439,2037,1838,3627,5395,207,2169,3575,2085,5193,4662,1817,4602,2223,4827,416,4988,92,4017,1760,4318,98,1572,585,2172,2103,4020,5755,4833,3013,1834,4628,5749,174,2399,2750,4657,3227,634,267,3441,2865,5297,935,1802,4620,925,5436,243,5463,5429,4233,2690,2527,804,5338,3195,2566,3145,551,1528,2730,5400,795,2559,3068,4196,1415,5562,364,6098,1692,1519,2077,3935,2275,210,4468,6086,3306,1104,1645,592,1361,2614,4843,2922,2283,1478,2329,2574,3478,2312,48,4998,1687,5937,1910,860,5559,5478,1822,4965,3798,1477,2182,2572,4219,4618,4485,198,3648,220,919,1073,2451,113,5738,900,3799,5323,152,1728,5038,5793,4491,3946,3244,878,5794,3975,2088,2174,5272,3806,5359,360,377,2097,1403,2491,5385,3432,1877,5371,4883,4789,2662,989,6080,3188,2141,3623,3670,3292,3394,4358,3099,4173,332,1744,5762,780,5453,1325,1266,1148,2903,5869,3416,6009,562,4428,4409,563,1142,3773,1051,622,5057,2588,1948,2698,2912,3447,5337,3125,5011,3022,4535,6095,171,3750,4877,2441,2545,3992,3903,3407,2471,5239,3503,4001,2181,2878,3186,3269,3344,1758,3948,5853,5146,3759,5301,2970,5246,1999,2344,666,2616,4356,6117,1820,4851,1257,4040,5106,4129,5036,206,427,5083,3120,2558,163,5678,3111,4621,4164,3339,3920,3238,3564,469,1429,3502,5047,4590,4672,3652,531,1421,4278,3138,2740,4719,1510,2328,1182
